Cikti,ANN_tahmin,RMxprt_gercek,Hata_%
AirgapFlux,0.754100132390108,0.72399,4.15891550851641
Cogging,0.0,0.454688,100.0
Efficiency,67.4975711952002,67.8877,0.5746678776859444
Torque,3.8880138780672,3.68477,5.51578193665276
