PS_10_12,PS_16_24,PS_20_24,PS_4_12,PS_8_12,Mag_Alnico9,Mag_NdFe35,Mag_SmCo28,ST_1,ST_2,ST_3,MagThk_mm,Embrace,AirgapFlux,Cogging,Efficiency,Torque
0,0,0,0,1,0,0,1,0,1,0,7.36,0.759,0.180161,0.199203,94.3456,0.748007
0,0,0,0,1,1,0,0,0,1,0,4.95,0.795,0.128208,0.104297,96.0527,0.606483
1,0,0,0,0,0,0,1,0,0,1,4.76,0.847,0.397452,0.17187,81.9048,1.00833
1,0,0,0,0,0,0,1,0,1,0,4.23,0.512,0.550817,0.3004,86.013,1.06726
0,0,0,0,1,0,1,0,0,1,0,4.48,0.77,0.339387,0.729646,91.8143,1.4256
0,0,1,0,0,1,0,0,0,1,0,5.57,0.583,0.128475,0.0982884,92.361,0.629761
0,1,0,0,0,0,1,0,0,1,0,6.95,0.514,0.537167,5.4139,87.8255,3.53242
0,1,0,0,0,0,1,0,1,0,0,8.22,0.841,0.24899,1.1937,91.9487,2.22159
0,1,0,0,0,1,0,0,0,1,0,6.79,0.551,0.131347,0.313535,95.1629,1.01221
0,0,0,0,1,0,1,0,1,0,0,7.54,0.742,0.173415,0.180682,94.6193,0.70883
1,0,0,0,0,1,0,0,0,0,1,5.87,0.737,0.1318,0.042351,92.5375,0.347034
0,1,0,0,0,1,0,0,0,1,0,4.1,0.824,0.122365,0.295981,95.1871,1.23036
0,1,0,0,0,0,1,0,1,0,0,6.2,0.849,0.498598,4.84493,88.0561,4.47366
0,0,1,0,0,0,1,0,0,0,1,6.06,0.842,0.640114,0.529596,70.8747,3.21218
0,1,0,0,0,0,0,1,0,1,0,4.24,0.776,0.625895,7.34815,84.9851,5.31654
0,0,1,0,0,0,0,1,0,1,0,8.09,0.884,0.314339,0.497389,78.6319,1.58473
0,0,0,1,0,0,0,1,0,1,0,8.28,0.753,0.0524483,0.0171269,98.1995,0.217238
0,0,1,0,0,0,0,1,0,0,1,5.62,0.811,0.647023,1.06656,71.2887,3.21412
1,0,0,0,0,0,1,0,1,0,0,6.26,0.656,0.349081,0.10019,86.5123,0.769175
0,0,0,0,1,0,1,0,1,0,0,7.77,0.831,0.143736,0.129256,95.215,0.634798
0,0,1,0,0,1,0,0,0,1,0,5.28,0.817,0.127385,0.030726,89.227,0.732271
0,0,0,0,1,0,0,1,0,0,1,8.41,0.811,0.098206,0.059977,96.0958,0.427598
0,0,0,1,0,0,1,0,0,1,0,8.02,0.668,0.0685428,0.00241631,98.0354,0.262098
0,1,0,0,0,1,0,0,1,0,0,5.44,0.728,0.12775,0.249007,94.8638,1.16551
0,0,0,1,0,0,0,1,0,0,1,4.99,0.66,0.15596,0.0636471,96.8933,0.596236
0,0,0,1,0,1,0,0,0,0,1,4.34,0.742,0.10928,0.0761149,97.7395,0.52185
0,0,0,0,1,0,0,1,0,1,0,4.19,0.676,0.359462,0.265058,91.1563,1.38861
1,0,0,0,0,1,0,0,1,0,0,5.91,0.517,0.132669,0.0219092,94.9881,0.294904
0,0,1,0,0,0,1,0,0,0,1,5.25,0.867,0.705601,2.07011,69.2204,3.57185
0,0,0,0,1,1,0,0,0,1,0,7.84,0.657,0.0979912,0.0179249,96.3692,0.402176
1,0,0,0,0,1,0,0,0,1,0,6.02,0.698,0.132244,0.0333811,92.652,0.338604
1,0,0,0,0,0,0,1,1,0,0,5.76,0.636,0.369865,0.260062,86.5634,0.803071
1,0,0,0,0,0,0,1,0,0,1,6.93,0.852,0.245505,0.0785954,86.2322,0.620619
1,0,0,0,0,0,1,0,0,1,0,6.2,0.551,0.383064,0.334904,87.6969,0.767017
0,0,0,0,1,1,0,0,1,0,0,5.34,0.739,0.129454,0.102095,96.0237,0.581875
0,0,1,0,0,0,0,1,0,1,0,6.36,0.507,0.700432,0.424583,78.8727,2.65949
0,0,1,0,0,0,1,0,0,1,0,4.34,0.875,0.732536,2.66462,67.2282,3.72313
1,0,0,0,0,1,0,0,1,0,0,8.3,0.732,0.0853945,0.0167345,94.1996,0.219151
0,1,0,0,0,0,0,1,0,0,1,5.05,0.688,0.605382,2.68663,85.177,4.74324
1,0,0,0,0,0,1,0,0,0,1,8.4,0.555,0.174415,0.0677583,92.6062,0.349736
0,0,1,0,0,0,0,1,0,0,1,5.59,0.725,0.66419,2.36285,73.2401,3.11202
1,0,0,0,0,0,1,0,1,0,0,7.9,0.712,0.192614,0.0792205,89.6559,0.443675
1,0,0,0,0,0,0,1,0,1,0,4.55,0.711,0.41747,0.398031,83.2067,0.96738
0,0,0,1,0,0,0,1,0,0,1,7.56,0.604,0.0875102,0.0476078,97.4627,0.317326
0,0,1,0,0,1,0,0,1,0,0,5.12,0.77,0.126902,0.0900964,90.3257,0.712448
0,0,0,1,0,1,0,0,0,1,0,4.98,0.869,0.0949027,0.0571953,97.9069,0.490658
0,0,1,0,0,0,0,1,0,0,1,7.89,0.52,0.474593,0.504201,83.359,1.82439
0,0,0,1,0,1,0,0,1,0,0,5.67,0.832,0.0862428,0.0470299,98.0141,0.428008
0,0,0,1,0,0,1,0,1,0,0,4.44,0.693,0.167469,0.162369,96.8102,0.659802
0,1,0,0,0,0,0,1,1,0,0,7.0,0.655,0.452258,0.777139,87.5973,3.42068
0,0,0,1,0,1,0,0,0,0,1,5.0,0.85,0.0955027,0.0579337,97.8798,0.486602
1,0,0,0,0,0,0,1,1,0,0,6.54,0.521,0.354024,0.180395,89.4581,0.687566
0,0,1,0,0,1,0,0,1,0,0,7.26,0.706,0.132298,0.0696518,90.699,0.690707
0,0,0,1,0,0,0,1,1,0,0,7.38,0.538,0.0998107,0.0624031,96.9412,0.335237
0,1,0,0,0,0,0,1,0,1,0,7.34,0.748,0.375999,2.3603,88.5918,3.10052
0,1,0,0,0,1,0,0,0,0,1,7.33,0.596,0.132285,0.273286,94.91,1.05473
0,0,0,1,0,0,1,0,0,1,0,7.98,0.785,0.0627526,0.0245864,97.9284,0.267036
0,0,0,1,0,0,0,1,0,1,0,7.13,0.836,0.0872413,0.0477333,97.6216,0.387942
0,0,0,0,1,0,1,0,1,0,0,7.55,0.53,0.217786,0.295697,94.1665,0.725395
0,1,0,0,0,0,1,0,0,1,0,7.94,0.606,0.34867,1.74723,89.2475,2.52291
0,1,0,0,0,1,0,0,0,1,0,6.52,0.692,0.130598,0.138614,94.4103,1.14514
1,0,0,0,0,0,1,0,0,0,1,6.71,0.876,0.262749,0.149243,85.5357,0.665424
0,0,0,1,0,0,1,0,1,0,0,6.29,0.869,0.113083,0.0805691,97.3183,0.516232
0,0,0,1,0,1,0,0,1,0,0,4.76,0.837,0.0989238,0.0622341,97.8835,0.501435
0,1,0,0,0,1,0,0,0,0,1,6.92,0.764,0.131318,0.305431,94.7893,1.21331
1,0,0,0,0,1,0,0,0,1,0,6.04,0.667,0.13239,0.000455954,93.016,0.331283
0,0,0,1,0,0,1,0,0,0,1,6.05,0.595,0.138913,0.121532,96.7617,0.500305
0,1,0,0,0,0,1,0,0,1,0,7.41,0.532,0.469881,4.07665,88.3568,3.14964
0,0,1,0,0,0,0,1,0,1,0,6.22,0.859,0.595768,1.15277,70.4478,3.00501
0,1,0,0,0,1,0,0,1,0,0,5.32,0.724,0.127377,0.24007,94.8652,1.16018
0,0,1,0,0,0,0,1,0,0,1,8.34,0.561,0.360118,0.667458,84.7305,1.44946
0,1,0,0,0,0,0,1,1,0,0,7.62,0.761,0.333019,1.93608,90.0065,2.77867
0,0,0,0,1,0,1,0,0,0,1,6.09,0.691,0.278324,0.317654,92.7895,1.0859
0,0,0,1,0,0,0,1,1,0,0,5.24,0.724,0.142214,0.12752,97.0905,0.576104
0,0,0,1,0,1,0,0,0,0,1,7.1,0.718,0.0647124,0.0258978,98.2244,0.28808
0,0,1,0,0,0,0,1,0,0,1,7.97,0.701,0.378646,0.498316,80.6051,1.72949
0,1,0,0,0,1,0,0,0,1,0,4.57,0.608,0.12475,0.235432,94.9683,1.04478
0,0,0,0,1,0,1,0,0,1,0,4.64,0.86,0.332298,0.704232,92.3138,1.50417
0,0,0,0,1,0,0,1,0,0,1,4.31,0.599,0.384335,0.902174,91.8266,1.38712
0,0,0,1,0,0,0,1,0,1,0,4.04,0.897,0.164554,0.173004,96.8139,0.773834
1,0,0,0,0,0,0,1,0,1,0,7.43,0.706,0.233543,0.110872,88.0323,0.535987
1,0,0,0,0,0,1,0,1,0,0,6.84,0.562,0.331353,0.257176,88.9548,0.670128
0,1,0,0,0,1,0,0,0,0,1,5.05,0.791,0.126396,0.303315,95.065,1.2163
0,0,0,1,0,0,0,1,1,0,0,7.18,0.694,0.093422,0.0495105,97.7131,0.366576
1,0,0,0,0,0,1,0,1,0,0,6.27,0.822,0.310819,0.0834369,84.4323,0.776971
0,0,0,1,0,1,0,0,1,0,0,6.86,0.773,0.0668687,0.0280818,98.2422,0.311872
0,1,0,0,0,1,0,0,0,0,1,6.89,0.593,0.131496,0.276488,94.962,1.04942
0,0,0,1,0,0,0,1,1,0,0,6.69,0.796,0.103139,0.0668716,97.4563,0.443914
0,0,0,0,1,0,1,0,1,0,0,6.07,0.553,0.309636,0.601089,92.9952,1.06681
1,0,0,0,0,0,0,1,0,1,0,4.24,0.834,0.418578,0.0105425,80.6272,1.05796
0,1,0,0,0,0,1,0,1,0,0,6.42,0.691,0.526357,2.18178,86.3839,4.11848
0,0,1,0,0,0,1,0,1,0,0,5.29,0.629,0.772037,2.52676,74.4201,3.33637
1,0,0,0,0,0,1,0,0,0,1,6.75,0.676,0.309155,0.0677805,87.0469,0.692357
0,1,0,0,0,1,0,0,1,0,0,7.8,0.79,0.131859,0.322327,94.9136,1.23671
1,0,0,0,0,0,0,1,0,0,1,5.91,0.705,0.347611,0.252646,85.6335,0.799555
0,0,1,0,0,1,0,0,1,0,0,5.28,0.865,0.127342,0.0642823,89.4687,0.740452
0,0,1,0,0,0,1,0,0,0,1,4.09,0.642,0.870152,2.38907,72.4029,3.8256
1,0,0,0,0,0,1,0,1,0,0,4.37,0.526,0.537204,0.515248,86.4091,1.05428
0,0,0,0,1,0,0,1,0,1,0,4.86,0.891,0.311855,0.621488,92.8014,1.44868
0,0,0,0,1,0,0,1,0,0,1,6.16,0.509,0.312233,0.614347,93.4255,1.02861
0,1,0,0,0,0,1,0,0,1,0,7.88,0.639,0.345776,0.984275,89.0412,2.59976
0,0,0,1,0,0,0,1,0,1,0,4.7,0.541,0.192879,0.236656,96.0322,0.666948
1,0,0,0,0,0,0,1,0,0,1,8.04,0.733,0.170662,0.0674235,90.1673,0.400249
1,0,0,0,0,0,1,0,0,0,1,8.31,0.793,0.143493,0.0414262,90.4776,0.351265
0,1,0,0,0,1,0,0,0,0,1,6.21,0.893,0.129612,0.321805,95.2869,1.32509
0,0,0,0,1,0,0,1,0,0,1,6.35,0.602,0.268838,0.428885,93.2601,0.968183
0,1,0,0,0,1,0,0,0,0,1,6.84,0.71,0.131242,0.209656,94.6114,1.16187
0,0,0,0,1,0,1,0,1,0,0,4.64,0.892,0.329932,0.696432,92.8093,1.53281
1,0,0,0,0,0,0,1,1,0,0,4.54,0.615,0.455804,0.492846,85.4218,0.974926
1,0,0,0,0,0,0,1,0,1,0,6.83,0.675,0.292821,0.0544346,86.9365,0.655722
0,1,0,0,0,0,0,1,1,0,0,6.14,0.55,0.579185,6.15222,87.2994,3.96909
0,0,0,0,1,0,1,0,0,0,1,7.64,0.65,0.183058,0.101157,94.5736,0.705972
0,0,1,0,0,0,0,1,1,0,0,4.14,0.65,0.81433,1.46812,73.1273,3.61296
0,1,0,0,0,0,1,0,0,0,1,8.22,0.709,0.275406,0.880577,90.7548,2.18978
1,0,0,0,0,0,1,0,1,0,0,8.04,0.658,0.190059,0.0227416,90.5109,0.418707
0,0,0,1,0,0,1,0,1,0,0,8.11,0.675,0.0646676,0.0120166,98.1353,0.248939
1,0,0,0,0,0,1,0,0,0,1,6.24,0.688,0.344725,0.174423,85.978,0.780336
0,1,0,0,0,0,0,1,0,0,1,6.67,0.689,0.478158,1.6579,87.1014,3.74025
0,0,0,0,1,0,1,0,0,0,1,6.64,0.897,0.208921,0.277154,94.4303,0.973389
0,0,1,0,0,1,0,0,1,0,0,5.96,0.725,0.129457,0.088775,90.6838,0.695909
0,0,0,1,0,0,1,0,0,1,0,4.84,0.813,0.150373,0.143724,96.874,0.657817
0,0,0,1,0,1,0,0,1,0,0,4.49,0.842,0.101604,0.0657662,97.8624,0.52096
0,0,1,0,0,0,0,1,1,0,0,5.36,0.714,0.685157,2.26896,73.2133,3.18514
0,0,0,1,0,0,1,0,1,0,0,8.17,0.533,0.0733029,0.0335165,97.151,0.249755
1,0,0,0,0,0,1,0,0,0,1,7.08,0.646,0.289385,0.117305,88.0979,0.631577
0,1,0,0,0,1,0,0,0,1,0,5.84,0.856,0.128715,0.323585,95.0529,1.29046
1,0,0,0,0,0,1,0,0,0,1,4.11,0.745,0.445803,0.511281,82.5815,1.06098
1,0,0,0,0,0,0,1,1,0,0,6.57,0.774,0.293402,0.201797,85.7258,0.710745
0,0,0,0,1,0,1,0,0,0,1,5.81,0.722,0.288514,0.481874,92.7017,1.15912
0,0,0,0,1,0,1,0,1,0,0,5.68,0.846,0.279808,0.49593,93.1902,1.25094
1,0,0,0,0,0,0,1,1,0,0,6.81,0.731,0.28377,0.189777,86.7235,0.664967
0,0,0,1,0,0,0,1,0,1,0,8.2,0.699,0.0582622,0.0197926,98.2015,0.229344
0,0,1,0,0,1,0,0,0,1,0,6.38,0.562,0.13063,0.0935257,92.491,0.62074
0,0,1,0,0,0,0,1,0,1,0,5.72,0.896,0.63997,2.47064,69.1901,3.24955
0,1,0,0,0,0,1,0,0,0,1,7.4,0.805,0.361736,2.47656,89.6659,3.13344
1,0,0,0,0,1,0,0,1,0,0,5.97,0.624,0.132421,0.0381981,93.8009,0.320826
1,0,0,0,0,0,0,1,1,0,0,5.21,0.584,0.426407,0.453993,86.7041,0.884922
0,1,0,0,0,0,1,0,0,0,1,4.32,0.718,0.666978,6.336,84.5261,5.37289
1,0,0,0,0,0,1,0,0,1,0,6.16,0.627,0.362371,0.276174,86.2765,0.778679
0,1,0,0,0,0,1,0,0,1,0,5.99,0.618,0.587897,4.57133,85.2544,4.31806
0,0,0,0,1,0,0,1,1,0,0,4.46,0.583,0.383758,0.920244,92.002,1.36402
0,0,0,0,1,0,1,0,0,0,1,5.1,0.88,0.308372,0.606238,92.9819,1.4183
1,0,0,0,0,0,0,1,1,0,0,4.45,0.717,0.420983,0.419794,83.7164,0.980722
0,1,0,0,0,0,1,0,1,0,0,6.06,0.773,0.542743,5.37367,86.7528,4.57367
0,0,1,0,0,0,0,1,0,0,1,4.35,0.844,0.701004,0.790673,69.607,3.55191
1,0,0,0,0,0,1,0,1,0,0,7.34,0.823,0.221172,0.037043,87.2361,0.55219
0,0,1,0,0,0,1,0,0,0,1,4.72,0.628,0.825926,3.00176,73.5671,3.57576
0,0,0,0,1,0,1,0,0,0,1,8.24,0.512,0.160167,0.159476,94.9451,0.52677
1,0,0,0,0,0,0,1,1,0,0,6.63,0.623,0.317049,0.218009,87.9697,0.679622
0,1,0,0,0,1,0,0,0,0,1,5.4,0.679,0.127681,0.0711987,94.6909,1.11784
0,1,0,0,0,0,0,1,0,1,0,7.44,0.82,0.341144,2.23021,89.7451,2.99204
0,0,0,1,0,0,0,1,1,0,0,5.69,0.806,0.12833,0.104153,97.1786,0.557955
1,0,0,0,0,0,0,1,1,0,0,4.46,0.666,0.437818,0.0111616,84.5265,0.978461
0,0,1,0,0,0,1,0,0,1,0,4.39,0.625,0.8596,3.45931,71.9219,3.7161
0,0,1,0,0,0,1,0,0,1,0,5.33,0.828,0.699895,0.253526,68.4145,3.49975
0,0,0,1,0,0,1,0,1,0,0,7.25,0.899,0.0806493,0.0407761,97.766,0.377149
0,0,1,0,0,1,0,0,1,0,0,8.34,0.895,0.128393,0.0918258,89.0604,0.722078
0,1,0,0,0,1,0,0,0,0,1,7.12,0.849,0.131508,0.335179,95.0811,1.29376
0,0,0,0,1,0,0,1,0,1,0,7.1,0.534,0.238726,0.356106,93.9196,0.806903
0,1,0,0,0,0,1,0,0,0,1,8.03,0.543,0.360982,2.36453,90.1159,2.44152
0,0,0,1,0,0,0,1,1,0,0,8.44,0.843,0.0431782,0.0116181,98.2517,0.193524
1,0,0,0,0,0,1,0,0,0,1,8.39,0.586,0.168432,0.0665829,92.262,0.348067
0,0,0,0,1,0,0,1,1,0,0,5.5,0.766,0.288191,0.520191,92.8632,1.20608
0,0,0,0,1,0,1,0,0,0,1,4.6,0.784,0.334539,0.710758,92.2442,1.42306
0,0,0,0,1,0,1,0,1,0,0,7.81,0.692,0.161467,0.105859,94.8379,0.629508
0,0,0,1,0,1,0,0,0,0,1,4.5,0.783,0.104804,0.0699926,97.7868,0.514012
0,0,0,0,1,0,0,1,0,1,0,6.08,0.793,0.257881,0.418314,93.1109,1.10353
1,0,0,0,0,1,0,0,0,1,0,5.61,0.707,0.131375,0.0369047,92.617,0.340486
0,0,0,0,1,0,1,0,0,1,0,5.23,0.685,0.319728,0.353962,91.7692,1.2411
0,0,0,1,0,0,0,1,1,0,0,7.55,0.522,0.0954855,0.0570425,96.9735,0.321956
0,0,0,0,1,0,0,1,0,0,1,4.63,0.695,0.333938,0.513697,91.9804,1.31287
0,0,0,1,0,0,1,0,0,0,1,4.85,0.816,0.150161,0.143356,96.8911,0.658992
0,1,0,0,0,0,0,1,0,1,0,5.08,0.614,0.642458,5.83809,84.5476,4.69594
0,1,0,0,0,0,0,1,0,1,0,4.92,0.898,0.595768,6.82631,86.71,5.57215
0,0,0,1,0,0,1,0,0,0,1,6.43,0.686,0.118782,0.0718551,97.3533,0.462863
0,0,1,0,0,0,1,0,0,1,0,5.83,0.786,0.674279,2.13853,69.9089,3.28845
0,0,0,1,0,0,1,0,1,0,0,5.03,0.54,0.184154,0.215337,96.1115,0.634409
1,0,0,0,0,1,0,0,1,0,0,7.53,0.828,0.116506,0.00536143,92.0957,0.319624
1,0,0,0,0,0,0,1,1,0,0,7.27,0.502,0.300708,0.0138795,90.7724,0.568797
0,1,0,0,0,0,0,1,0,0,1,7.9,0.644,0.329394,0.748074,89.7823,2.47461
0,0,1,0,0,1,0,0,0,0,1,5.34,0.877,0.127529,0.080964,89.3372,0.740602
0,0,1,0,0,0,1,0,1,0,0,4.0,0.776,0.777133,3.35939,69.5653,3.79442
0,0,0,1,0,1,0,0,0,0,1,6.12,0.736,0.0839552,0.0443329,97.9896,0.384019
1,0,0,0,0,0,0,1,1,0,0,6.1,0.697,0.337467,0.213102,85.9938,0.770692
1,0,0,0,0,0,0,1,1,0,0,6.11,0.883,0.304338,0.212466,84.1924,0.77243
0,0,0,0,1,1,0,0,1,0,0,6.48,0.876,0.123303,0.0962931,96.3805,0.609877
0,1,0,0,0,1,0,0,0,1,0,6.74,0.685,0.131055,0.104057,94.3838,1.14022
0,0,1,0,0,0,1,0,0,1,0,7.9,0.654,0.42549,0.270194,79.5636,1.86495
1,0,0,0,0,1,0,0,0,0,1,8.05,0.799,0.0945507,0.0169351,93.2275,0.254236
0,0,0,0,1,0,1,0,0,1,0,6.92,0.528,0.263017,0.433127,93.4895,0.877097
0,1,0,0,0,0,0,1,0,1,0,6.7,0.63,0.489689,2.57521,86.6465,3.6535
0,0,0,0,1,0,1,0,0,0,1,6.15,0.662,0.279483,0.0772782,92.7624,1.06043
0,0,0,1,0,0,1,0,0,1,0,7.52,0.743,0.0814687,0.0414356,97.7483,0.333838
0,0,0,0,1,0,0,1,0,0,1,8.35,0.7,0.114384,0.061689,95.8161,0.450008
0,0,0,0,1,0,1,0,1,0,0,8.23,0.682,0.129673,0.0466278,95.4843,0.500715
0,1,0,0,0,0,1,0,0,1,0,7.92,0.705,0.319489,1.11142,89.375,2.52887
1,0,0,0,0,0,1,0,1,0,0,6.37,0.713,0.329862,0.241897,85.8108,0.761425
0,0,0,0,1,0,1,0,0,1,0,7.71,0.572,0.194946,0.232978,94.2149,0.682286
0,0,0,0,1,1,0,0,0,1,0,5.75,0.715,0.130336,0.0952793,95.7791,0.571737
1,0,0,0,0,0,1,0,0,1,0,7.31,0.804,0.227576,0.0919377,86.6723,0.561566
0,1,0,0,0,0,1,0,0,1,0,4.54,0.824,0.637273,7.98549,85.3039,5.61932
0,1,0,0,0,0,0,1,0,1,0,6.09,0.542,0.589846,6.45336,86.6749,4.00671
0,0,1,0,0,0,1,0,0,0,1,7.54,0.756,0.448695,1.11069,77.3072,2.13594
0,1,0,0,0,0,0,1,0,1,0,6.8,0.843,0.416353,3.3642,88.6783,3.72019
0,0,0,0,1,0,0,1,0,1,0,4.58,0.897,0.324872,0.675555,92.6683,1.51761
1,0,0,0,0,1,0,0,0,0,1,7.01,0.848,0.127798,0.0173857,91.5527,0.353969
0,0,0,0,1,0,0,1,0,0,1,7.84,0.729,0.149662,0.130492,95.086,0.605094
0,0,1,0,0,0,0,1,1,0,0,6.79,0.886,0.504615,1.36609,73.9027,2.55314
1,0,0,0,0,0,1,0,1,0,0,6.89,0.613,0.313684,0.22414,88.2015,0.665095
0,0,0,1,0,0,0,1,0,1,0,7.6,0.504,0.0956678,0.0572625,96.9056,0.316353
0,0,1,0,0,0,0,1,0,1,0,8.05,0.793,0.339428,0.445206,78.7594,1.65604
0,1,0,0,0,1,0,0,0,0,1,5.57,0.73,0.128143,0.253718,94.7882,1.16747
0,0,0,0,1,0,1,0,0,0,1,5.69,0.872,0.27354,0.475079,93.3816,1.24961
0,0,1,0,0,1,0,0,0,0,1,7.8,0.803,0.132992,0.0543977,89.309,0.732428
0,0,1,0,0,1,0,0,0,1,0,5.6,0.882,0.128316,0.0870061,88.775,0.744603
0,0,1,0,0,1,0,0,0,1,0,7.62,0.507,0.132896,0.0145293,93.0553,0.588766
1,0,0,0,0,0,0,1,0,1,0,4.01,0.624,0.484606,0.536113,84.0209,1.04696
0,1,0,0,0,1,0,0,1,0,0,7.62,0.745,0.132349,0.287465,94.7444,1.19973
0,1,0,0,0,1,0,0,1,0,0,6.78,0.657,0.131195,0.0548202,94.6626,1.11207
0,0,0,0,1,0,1,0,1,0,0,7.48,0.715,0.182639,0.183951,94.449,0.727748
0,0,0,0,1,0,0,1,1,0,0,5.49,0.684,0.29683,0.290791,92.4914,1.15268
0,0,1,0,0,0,0,1,0,1,0,6.29,0.798,0.598454,1.33783,71.3207,2.93527
0,0,1,0,0,0,0,1,1,0,0,7.19,0.566,0.558638,1.71585,80.4137,2.26705
0,1,0,0,0,0,1,0,0,1,0,7.79,0.568,0.390679,2.65196,88.9675,2.71686
0,0,1,0,0,0,0,1,0,1,0,5.29,0.652,0.72148,0.979766,73.3154,3.1893
0,1,0,0,0,1,0,0,0,1,0,5.73,0.538,0.1288,0.310481,95.3695,0.99177
0,0,0,1,0,0,0,1,1,0,0,6.71,0.54,0.12288,0.0949188,96.7489,0.422503
0,0,1,0,0,0,0,1,0,0,1,7.68,0.789,0.399484,0.67123,77.9984,1.94728
1,0,0,0,0,0,1,0,0,1,0,7.02,0.7,0.27877,0.14927,86.7845,0.636056
0,0,0,0,1,0,0,1,0,0,1,6.12,0.502,0.318169,0.638147,93.4404,1.04008
0,0,0,0,1,0,0,1,0,1,0,5.36,0.597,0.327129,0.648491,92.2313,1.1744
0,0,0,0,1,0,0,1,1,0,0,6.34,0.708,0.253399,0.341076,93.2433,1.00525
0,0,0,1,0,0,1,0,0,0,1,4.15,0.622,0.189721,0.226614,96.4235,0.70402
1,0,0,0,0,0,0,1,1,0,0,6.17,0.627,0.346674,0.252708,87.2456,0.746303
0,0,1,0,0,0,1,0,0,1,0,4.93,0.891,0.719628,3.06223,67.4056,3.65499
0,0,0,1,0,0,0,1,0,0,1,4.46,0.541,0.201116,0.257705,96.008,0.696277
0,0,0,1,0,0,0,1,0,1,0,6.46,0.703,0.11346,0.0774873,97.3885,0.449305
0,0,0,1,0,0,1,0,0,0,1,7.82,0.521,0.0884962,0.0489424,96.8206,0.297799
0,0,0,0,1,0,1,0,0,1,0,8.18,0.549,0.157513,0.153399,94.8547,0.536652
0,0,1,0,0,0,0,1,0,0,1,5.13,0.547,0.825823,3.35489,76.686,3.31085
0,0,0,1,0,0,1,0,0,1,0,8.37,0.751,0.0504095,0.0158104,98.2011,0.208347
0,1,0,0,0,0,0,1,1,0,0,5.08,0.81,0.580461,6.52574,86.6713,5.06535
0,0,0,1,0,1,0,0,0,0,1,7.68,0.844,0.0455125,0.0129523,98.5098,0.22247
0,0,0,1,0,0,1,0,0,0,1,6.68,0.798,0.105376,0.069806,97.3296,0.453499
0,0,1,0,0,1,0,0,0,0,1,5.63,0.661,0.128604,0.0125186,91.5541,0.664038
0,0,1,0,0,0,0,1,0,1,0,8.01,0.505,0.45871,0.122421,83.2378,1.72643
0,0,0,0,1,0,0,1,1,0,0,6.62,0.765,0.230422,0.329193,93.7196,0.962112
1,0,0,0,0,0,0,1,1,0,0,4.42,0.557,0.499189,0.609209,86.1975,1.01323
0,0,1,0,0,1,0,0,0,1,0,4.89,0.807,0.126026,0.0489265,89.4651,0.727024
0,0,0,1,0,0,0,1,0,0,1,4.32,0.503,0.219721,0.307889,95.7212,0.732145
0,0,1,0,0,1,0,0,1,0,0,5.12,0.67,0.126977,0.00639223,91.6443,0.667604
0,0,0,0,1,0,1,0,0,1,0,8.14,0.669,0.138941,0.0089331,95.0898,0.53034
1,0,0,0,0,0,1,0,0,0,1,6.22,0.687,0.346054,0.169376,85.968,0.782729
0,0,0,0,1,0,1,0,1,0,0,4.74,0.644,0.352803,0.502683,91.9858,1.36167
0,0,0,1,0,0,1,0,0,0,1,4.71,0.696,0.160936,0.153017,96.8579,0.635381
0,0,0,1,0,0,1,0,0,0,1,4.1,0.736,0.169742,0.183865,96.7545,0.696824
0,0,0,0,1,0,1,0,0,0,1,6.0,0.636,0.291873,0.399429,92.7873,1.09654
0,0,0,1,0,0,0,1,0,1,0,8.2,0.853,0.0508505,0.0161318,98.1525,0.229641
0,0,0,1,0,0,0,1,0,0,1,7.21,0.576,0.10161,0.0646721,97.1261,0.364545
0,0,0,1,0,0,0,1,1,0,0,4.9,0.725,0.149985,0.142336,97.005,0.608776
1,0,0,0,0,0,0,1,0,0,1,5.52,0.807,0.360217,0.225909,83.3913,0.895212
0,0,0,0,1,0,0,1,0,0,1,7.86,0.571,0.176736,0.191439,94.6978,0.617697
0,0,1,0,0,1,0,0,1,0,0,7.96,0.752,0.133234,0.0970717,89.9803,0.71216
0,0,0,0,1,1,0,0,0,1,0,5.13,0.868,0.128124,0.104484,96.2013,0.639346
0,0,0,0,1,0,0,1,1,0,0,4.73,0.602,0.360086,0.782401,92.0943,1.30143
0,0,0,0,1,0,0,1,1,0,0,4.34,0.799,0.330828,0.69769,92.4256,1.42782
0,0,0,0,1,0,0,1,0,0,1,4.87,0.859,0.313444,0.625643,92.8751,1.41989
0,1,0,0,0,0,0,1,1,0,0,6.42,0.656,0.508698,0.92386,86.6948,3.85454
0,0,0,1,0,0,0,1,1,0,0,6.96,0.875,0.0905448,0.0514637,97.6347,0.415755
0,0,1,0,0,1,0,0,0,0,1,4.64,0.512,0.125267,0.0246697,93.7533,0.589691
0,0,0,1,0,1,0,0,0,0,1,6.49,0.809,0.0727533,0.033311,98.1336,0.350439
0,0,0,0,1,0,0,1,0,0,1,7.83,0.687,0.157136,0.0863486,94.9225,0.610674
0,0,1,0,0,0,0,1,0,1,0,4.68,0.622,0.803404,3.12937,73.019,3.46939
0,1,0,0,0,0,1,0,0,1,0,7.04,0.852,0.393935,3.00912,89.0592,3.54159
0,0,0,1,0,0,0,1,0,1,0,6.31,0.833,0.112415,0.0795906,97.312,0.498865
0,1,0,0,0,1,0,0,1,0,0,5.81,0.675,0.12889,0.0490835,94.7147,1.12044
